top_category,track,family,family_kw,gold,ext,size_mb,parent,filename,relpath,fullpath
创赛PPT【26年整理】,general_chuangsai,general_unknown,,0,.pptx,104.6,创赛PPT【26年整理】,唐卡1--gzh：xx的百宝箱.pptx,创赛PPT【26年整理】\唐卡1--gzh：xx的百宝箱.pptx,W:\ppt\挑战杯 互联网+三创赛 创青春 国赛金奖级PPT 模板\创赛PPT【26年整理】\唐卡1--gzh：xx的百宝箱.pptx
创赛PPT【26年整理】,general_chuangsai,general_unknown,,0,.pptx,220.2,创赛PPT【26年整理】,喷雾坦克--gzh：xx的百宝箱.pptx,创赛PPT【26年整理】\喷雾坦克--gzh：xx的百宝箱.pptx,W:\ppt\挑战杯 互联网+三创赛 创青春 国赛金奖级PPT 模板\创赛PPT【26年整理】\喷雾坦克--gzh：xx的百宝箱.pptx
创赛PPT【26年整理】,general_chuangsai,general_unknown,,0,.pptx,29.93,创赛PPT【26年整理】,土黄国风戏曲--gzh：xx的百宝箱.pptx,创赛PPT【26年整理】\土黄国风戏曲--gzh：xx的百宝箱.pptx,W:\ppt\挑战杯 互联网+三创赛 创青春 国赛金奖级PPT 模板\创赛PPT【26年整理】\土黄国风戏曲--gzh：xx的百宝箱.pptx
创赛PPT【26年整理】,general_chuangsai,general_unknown,,0,.pptx,114.55,创赛PPT【26年整理】,安心居 06.25--淘宝店：烦烦优创馆.pptx,创赛PPT【26年整理】\安心居 06.25--淘宝店：烦烦优创馆.pptx,W:\ppt\挑战杯 互联网+三创赛 创青春 国赛金奖级PPT 模板\创赛PPT【26年整理】\安心居 06.25--淘宝店：烦烦优创馆.pptx
创赛PPT【26年整理】,general_chuangsai,general_unknown,,0,.pptx,83.69,创赛PPT【26年整理】,教学创新大赛-交通运输类 - 紫色--gzh：xx的百宝箱.pptx,创赛PPT【26年整理】\教学创新大赛-交通运输类 - 紫色--gzh：xx的百宝箱.pptx,W:\ppt\挑战杯 互联网+三创赛 创青春 国赛金奖级PPT 模板\创赛PPT【26年整理】\教学创新大赛-交通运输类 - 紫色--gzh：xx的百宝箱.pptx
创赛PPT【26年整理】,general_chuangsai,general_unknown,,0,.pptx,16.24,创赛PPT【26年整理】,数字化转型练习  优化版--gzh：xx的百宝箱.pptx,创赛PPT【26年整理】\数字化转型练习  优化版--gzh：xx的百宝箱.pptx,W:\ppt\挑战杯 互联网+三创赛 创青春 国赛金奖级PPT 模板\创赛PPT【26年整理】\数字化转型练习  优化版--gzh：xx的百宝箱.pptx
创赛PPT【26年整理】,general_chuangsai,general_unknown,,0,.pptx,22.67,创赛PPT【26年整理】,新鲜上桌源文件--淘宝店：烦烦优创馆.pptx,创赛PPT【26年整理】\新鲜上桌源文件--淘宝店：烦烦优创馆.pptx,W:\ppt\挑战杯 互联网+三创赛 创青春 国赛金奖级PPT 模板\创赛PPT【26年整理】\新鲜上桌源文件--淘宝店：烦烦优创馆.pptx
创赛PPT【26年整理】,general_chuangsai,general_unknown,,0,.pptx,82.13,创赛PPT【26年整理】,智农时代模板20页杨遇誮制作--gzh：xx的百宝箱.pptx,创赛PPT【26年整理】\智农时代模板20页杨遇誮制作--gzh：xx的百宝箱.pptx,W:\ppt\挑战杯 互联网+三创赛 创青春 国赛金奖级PPT 模板\创赛PPT【26年整理】\智农时代模板20页杨遇誮制作--gzh：xx的百宝箱.pptx
创赛PPT【26年整理】,general_chuangsai,med_blue_white,医疗,0,.pptx,31.26,创赛PPT【26年整理】,智慧医疗--淘宝店：烦烦优创馆.pptx,创赛PPT【26年整理】\智慧医疗--淘宝店：烦烦优创馆.pptx,W:\ppt\挑战杯 互联网+三创赛 创青春 国赛金奖级PPT 模板\创赛PPT【26年整理】\智慧医疗--淘宝店：烦烦优创馆.pptx
创赛PPT【26年整理】,general_chuangsai,general_unknown,,0,.pptx,60.54,创赛PPT【26年整理】,智星鸿运--.pptx,创赛PPT【26年整理】\智星鸿运--.pptx,W:\ppt\挑战杯 互联网+三创赛 创青春 国赛金奖级PPT 模板\创赛PPT【26年整理】\智星鸿运--.pptx
创赛PPT【26年整理】,general_chuangsai,general_unknown,,0,.pptx,35.93,创赛PPT【26年整理】,智灾先锋--淘宝店：烦烦优创馆.pptx,创赛PPT【26年整理】\智灾先锋--淘宝店：烦烦优创馆.pptx,W:\ppt\挑战杯 互联网+三创赛 创青春 国赛金奖级PPT 模板\创赛PPT【26年整理】\智灾先锋--淘宝店：烦烦优创馆.pptx
创赛PPT【26年整理】,general_chuangsai,general_unknown,,0,.pptx,405.86,创赛PPT【26年整理】,林巡下乡-做有效率有温度的林业守护者（6.26）--gzh：xx的百宝箱.pptx,创赛PPT【26年整理】\林巡下乡-做有效率有温度的林业守护者（6.26）--gzh：xx的百宝箱.pptx,W:\ppt\挑战杯 互联网+三创赛 创青春 国赛金奖级PPT 模板\创赛PPT【26年整理】\林巡下乡-做有效率有温度的林业守护者（6.26）--gzh：xx的百宝箱.pptx
创赛PPT【26年整理】,general_chuangsai,blue_tech,科技,0,.pptx,67.56,创赛PPT【26年整理】,柑心科技pptx--gzh：xx的百宝箱.pptx,创赛PPT【26年整理】\柑心科技pptx--gzh：xx的百宝箱.pptx,W:\ppt\挑战杯 互联网+三创赛 创青春 国赛金奖级PPT 模板\创赛PPT【26年整理】\柑心科技pptx--gzh：xx的百宝箱.pptx
创赛PPT【26年整理】,general_chuangsai,blue_tech,科技,0,.pptx,139.61,创赛PPT【26年整理】,桥平科技11(2)--gzh：xx的百宝箱.pptx,创赛PPT【26年整理】\桥平科技11(2)--gzh：xx的百宝箱.pptx,W:\ppt\挑战杯 互联网+三创赛 创青春 国赛金奖级PPT 模板\创赛PPT【26年整理】\桥平科技11(2)--gzh：xx的百宝箱.pptx
创赛PPT【26年整理】,general_chuangsai,general_unknown,,0,.pptx,20.09,创赛PPT【26年整理】,民以食为天--gzh：xx的百宝箱.pptx,创赛PPT【26年整理】\民以食为天--gzh：xx的百宝箱.pptx,W:\ppt\挑战杯 互联网+三创赛 创青春 国赛金奖级PPT 模板\创赛PPT【26年整理】\民以食为天--gzh：xx的百宝箱.pptx
创赛PPT【26年整理】,general_chuangsai,general_unknown,,0,.pptx,21.63,创赛PPT【26年整理】,水水水水--gzh：xx的百宝箱.pptx,创赛PPT【26年整理】\水水水水--gzh：xx的百宝箱.pptx,W:\ppt\挑战杯 互联网+三创赛 创青春 国赛金奖级PPT 模板\创赛PPT【26年整理】\水水水水--gzh：xx的百宝箱.pptx
创赛PPT【26年整理】,general_chuangsai,general_unknown,,0,.pptx,96.4,创赛PPT【26年整理】,汇星——天地一体化通信设备PPT模板1--淘宝店：烦烦优创馆.pptx,创赛PPT【26年整理】\汇星——天地一体化通信设备PPT模板1--淘宝店：烦烦优创馆.pptx,W:\ppt\挑战杯 互联网+三创赛 创青春 国赛金奖级PPT 模板\创赛PPT【26年整理】\汇星——天地一体化通信设备PPT模板1--淘宝店：烦烦优创馆.pptx
创赛PPT【26年整理】,general_chuangsai,general_unknown,,0,.pptx,215.44,创赛PPT【26年整理】,牙科0819(1)--gzh：xx的百宝箱.pptx,创赛PPT【26年整理】\牙科0819(1)--gzh：xx的百宝箱.pptx,W:\ppt\挑战杯 互联网+三创赛 创青春 国赛金奖级PPT 模板\创赛PPT【26年整理】\牙科0819(1)--gzh：xx的百宝箱.pptx
创赛PPT【26年整理】,general_chuangsai,general_unknown,,0,.pptx,71.15,创赛PPT【26年整理】,玄武岩纤维--淘宝店：烦烦优创馆.pptx,创赛PPT【26年整理】\玄武岩纤维--淘宝店：烦烦优创馆.pptx,W:\ppt\挑战杯 互联网+三创赛 创青春 国赛金奖级PPT 模板\创赛PPT【26年整理】\玄武岩纤维--淘宝店：烦烦优创馆.pptx
创赛PPT【26年整理】,general_chuangsai,blue_tech,科技,0,.pptx,55.36,创赛PPT【26年整理】,睿希科技--gzh：xx的百宝箱.pptx,创赛PPT【26年整理】\睿希科技--gzh：xx的百宝箱.pptx,W:\ppt\挑战杯 互联网+三创赛 创青春 国赛金奖级PPT 模板\创赛PPT【26年整理】\睿希科技--gzh：xx的百宝箱.pptx
创赛PPT【26年整理】,general_chuangsai,blue_tech,科技,0,.pptx,139.09,创赛PPT【26年整理】,矿井外因火灾监测预警与智能管控系统-科技发明制作A 类(1)(1)--淘宝店：烦烦优创馆.pptx,创赛PPT【26年整理】\矿井外因火灾监测预警与智能管控系统-科技发明制作A 类(1)(1)--淘宝店：烦烦优创馆.pptx,W:\ppt\挑战杯 互联网+三创赛 创青春 国赛金奖级PPT 模板\创赛PPT【26年整理】\矿井外因火灾监测预警与智能管控系统-科技发明制作A 类(1)(1)--淘宝店：烦烦优创馆.pptx
创赛PPT【26年整理】,general_chuangsai,general_unknown,,0,.pptx,5.93,创赛PPT【26年整理】,研电赛商业计划书——研究生组--淘宝店：烦烦优创馆.pptx,创赛PPT【26年整理】\研电赛商业计划书——研究生组--淘宝店：烦烦优创馆.pptx,W:\ppt\挑战杯 互联网+三创赛 创青春 国赛金奖级PPT 模板\创赛PPT【26年整理】\研电赛商业计划书——研究生组--淘宝店：烦烦优创馆.pptx
创赛PPT【26年整理】,general_chuangsai,general_unknown,,0,.pptx,44.05,创赛PPT【26年整理】,穿山之目0719(1)--淘宝店：烦烦优创馆.pptx,创赛PPT【26年整理】\穿山之目0719(1)--淘宝店：烦烦优创馆.pptx,W:\ppt\挑战杯 互联网+三创赛 创青春 国赛金奖级PPT 模板\创赛PPT【26年整理】\穿山之目0719(1)--淘宝店：烦烦优创馆.pptx
创赛PPT【26年整理】,red_rural,red_tour,红旅,0,.pptx,25.17,创赛PPT【26年整理】,红旅赛道PPT模板--gzh：xx的百宝箱.pptx,创赛PPT【26年整理】\红旅赛道PPT模板--gzh：xx的百宝箱.pptx,W:\ppt\挑战杯 互联网+三创赛 创青春 国赛金奖级PPT 模板\创赛PPT【26年整理】\红旅赛道PPT模板--gzh：xx的百宝箱.pptx
创赛PPT【26年整理】,general_chuangsai,general_unknown,,0,.pptx,101.86,创赛PPT【26年整理】,绿之源--gzh：xx的百宝箱.pptx,创赛PPT【26年整理】\绿之源--gzh：xx的百宝箱.pptx,W:\ppt\挑战杯 互联网+三创赛 创青春 国赛金奖级PPT 模板\创赛PPT【26年整理】\绿之源--gzh：xx的百宝箱.pptx
创赛PPT【26年整理】,general_chuangsai,med_blue_white,药,0,.pptx,13.82,创赛PPT【26年整理】,良药智纪--gzh：xx的百宝箱.pptx,创赛PPT【26年整理】\良药智纪--gzh：xx的百宝箱.pptx,W:\ppt\挑战杯 互联网+三创赛 创青春 国赛金奖级PPT 模板\创赛PPT【26年整理】\良药智纪--gzh：xx的百宝箱.pptx
创赛PPT【26年整理】,general_chuangsai,general_unknown,,0,.pptx,31.4,创赛PPT【26年整理】,藻必净--淘宝店：烦烦优创馆.pptx,创赛PPT【26年整理】\藻必净--淘宝店：烦烦优创馆.pptx,W:\ppt\挑战杯 互联网+三创赛 创青春 国赛金奖级PPT 模板\创赛PPT【26年整理】\藻必净--淘宝店：烦烦优创馆.pptx
创赛PPT【26年整理】,general_chuangsai,green_agri,环保,0,.pptx,126.17,创赛PPT【26年整理】,衣创环保——现代衣物智能循环利用引领者--淘宝店：烦烦优创馆.pptx,创赛PPT【26年整理】\衣创环保——现代衣物智能循环利用引领者--淘宝店：烦烦优创馆.pptx,W:\ppt\挑战杯 互联网+三创赛 创青春 国赛金奖级PPT 模板\创赛PPT【26年整理】\衣创环保——现代衣物智能循环利用引领者--淘宝店：烦烦优创馆.pptx
创赛PPT【26年整理】,general_chuangsai,general_unknown,,0,.pptx,179.17,创赛PPT【26年整理】,让生命带着尊严“谢幕”--gzh：xx的百宝箱.pptx,创赛PPT【26年整理】\让生命带着尊严“谢幕”--gzh：xx的百宝箱.pptx,W:\ppt\挑战杯 互联网+三创赛 创青春 国赛金奖级PPT 模板\创赛PPT【26年整理】\让生命带着尊严“谢幕”--gzh：xx的百宝箱.pptx
创赛PPT【26年整理】,general_chuangsai,general_unknown,,0,.pptx,7.27,创赛PPT【26年整理】,课件--gzh：xx的百宝箱.pptx,创赛PPT【26年整理】\课件--gzh：xx的百宝箱.pptx,W:\ppt\挑战杯 互联网+三创赛 创青春 国赛金奖级PPT 模板\创赛PPT【26年整理】\课件--gzh：xx的百宝箱.pptx
创赛PPT【26年整理】,general_chuangsai,blue_tech,云,0,.pptx,43.4,创赛PPT【26年整理】,财务云教育平台--淘宝店：烦烦优创馆.pptx,创赛PPT【26年整理】\财务云教育平台--淘宝店：烦烦优创馆.pptx,W:\ppt\挑战杯 互联网+三创赛 创青春 国赛金奖级PPT 模板\创赛PPT【26年整理】\财务云教育平台--淘宝店：烦烦优创馆.pptx
创赛PPT【26年整理】,general_chuangsai,general_unknown,,0,.pptx,69.98,创赛PPT【26年整理】,赋予新生--gzh：xx的百宝箱.pptx,创赛PPT【26年整理】\赋予新生--gzh：xx的百宝箱.pptx,W:\ppt\挑战杯 互联网+三创赛 创青春 国赛金奖级PPT 模板\创赛PPT【26年整理】\赋予新生--gzh：xx的百宝箱.pptx
创赛PPT【26年整理】,general_chuangsai,general_unknown,,0,.pptx,54.07,创赛PPT【26年整理】,针织大师（潍坊职业技术学院）--gzh：xx的百宝箱.pptx,创赛PPT【26年整理】\针织大师（潍坊职业技术学院）--gzh：xx的百宝箱.pptx,W:\ppt\挑战杯 互联网+三创赛 创青春 国赛金奖级PPT 模板\创赛PPT【26年整理】\针织大师（潍坊职业技术学院）--gzh：xx的百宝箱.pptx
创赛PPT【26年整理】,general_chuangsai,general_unknown,,0,.pptx,56.72,创赛PPT【26年整理】,铁轨雄兵模板--gzh：xx的百宝箱.pptx,创赛PPT【26年整理】\铁轨雄兵模板--gzh：xx的百宝箱.pptx,W:\ppt\挑战杯 互联网+三创赛 创青春 国赛金奖级PPT 模板\创赛PPT【26年整理】\铁轨雄兵模板--gzh：xx的百宝箱.pptx
创赛PPT【26年整理】,general_chuangsai,general_unknown,,0,.pptx,96.1,创赛PPT【26年整理】,黄金搭档0803--gzh：xx的百宝箱.pptx,创赛PPT【26年整理】\黄金搭档0803--gzh：xx的百宝箱.pptx,W:\ppt\挑战杯 互联网+三创赛 创青春 国赛金奖级PPT 模板\创赛PPT【26年整理】\黄金搭档0803--gzh：xx的百宝箱.pptx
创赛PPT【26年整理】,red_rural,redgold_heritage,瓷,0,.pptx,79.0,【传统文化】东方瓷韵,东方瓷韵--gzh：xx的百宝箱.pptx,创赛PPT【26年整理】\传统文化-红旅-科技文化-农业\【传统文化】东方瓷韵\东方瓷韵--gzh：xx的百宝箱.pptx,W:\ppt\挑战杯 互联网+三创赛 创青春 国赛金奖级PPT 模板\创赛PPT【26年整理】\传统文化-红旅-科技文化-农业\【传统文化】东方瓷韵\东方瓷韵--gzh：xx的百宝箱.pptx
创赛PPT【26年整理】,red_rural,redgold_heritage,传统文化,0,.pptx,78.79,【传统文化】传承的脉络,传承的脉络(红色)--淘宝店：烦烦优创馆.pptx,创赛PPT【26年整理】\传统文化-红旅-科技文化-农业\【传统文化】传承的脉络\传承的脉络(红色)--淘宝店：烦烦优创馆.pptx,W:\ppt\挑战杯 互联网+三创赛 创青春 国赛金奖级PPT 模板\创赛PPT【26年整理】\传统文化-红旅-科技文化-农业\【传统文化】传承的脉络\传承的脉络(红色)--淘宝店：烦烦优创馆.pptx
创赛PPT【26年整理】,red_rural,redgold_heritage,传统文化,0,.pptx,79.92,【传统文化】传承的脉络,传承的脉络2--gzh：xx的百宝箱.pptx,创赛PPT【26年整理】\传统文化-红旅-科技文化-农业\【传统文化】传承的脉络\传承的脉络2--gzh：xx的百宝箱.pptx,W:\ppt\挑战杯 互联网+三创赛 创青春 国赛金奖级PPT 模板\创赛PPT【26年整理】\传统文化-红旅-科技文化-农业\【传统文化】传承的脉络\传承的脉络2--gzh：xx的百宝箱.pptx
创赛PPT【26年整理】,red_rural,redgold_heritage,传统文化,0,.pptx,54.29,【传统文化】传统文化类挑战杯及互联网加通,【编号0011】传统文化类互联网+挑战杯通用模板--gzh：xx的百宝箱.pptx,创赛PPT【26年整理】\传统文化-红旅-科技文化-农业\【传统文化】传统文化类挑战杯及互联网加通\【编号0011】传统文化类互联网+挑战杯通用模板--gzh：xx的百宝箱.pptx,W:\ppt\挑战杯 互联网+三创赛 创青春 国赛金奖级PPT 模板\创赛PPT【26年整理】\传统文化-红旅-科技文化-农业\【传统文化】传统文化类挑战杯及互联网加通\【编号0011】传统文化类互联网+挑战杯通用模板--gzh：xx的百宝箱.pptx
创赛PPT【26年整理】,red_rural,redgold_heritage,瓷,0,.pptx,23.97,【传统文化】瓷韵茶香-灯火阑珊,陈陈陈第三次专题--gzh：xx的百宝箱.pptx,创赛PPT【26年整理】\传统文化-红旅-科技文化-农业\【传统文化】瓷韵茶香-灯火阑珊\陈陈陈第三次专题--gzh：xx的百宝箱.pptx,W:\ppt\挑战杯 互联网+三创赛 创青春 国赛金奖级PPT 模板\创赛PPT【26年整理】\传统文化-红旅-科技文化-农业\【传统文化】瓷韵茶香-灯火阑珊\陈陈陈第三次专题--gzh：xx的百宝箱.pptx
创赛PPT【26年整理】,red_rural,redgold_heritage,瓷,0,.pptx,34.33,【传统文化】瓷韵茶香-灯火阑珊,陈陈陈第三次专题-图片集--淘宝店：烦烦优创馆.pptx,创赛PPT【26年整理】\传统文化-红旅-科技文化-农业\【传统文化】瓷韵茶香-灯火阑珊\陈陈陈第三次专题-图片集--淘宝店：烦烦优创馆.pptx,W:\ppt\挑战杯 互联网+三创赛 创青春 国赛金奖级PPT 模板\创赛PPT【26年整理】\传统文化-红旅-科技文化-农业\【传统文化】瓷韵茶香-灯火阑珊\陈陈陈第三次专题-图片集--淘宝店：烦烦优创馆.pptx
创赛PPT【26年整理】,red_rural,redgold_heritage,非遗,0,.pptx,82.78,【传统文化】红金传统文化模板,红金非遗模板--淘宝店：烦烦优创馆.pptx,创赛PPT【26年整理】\传统文化-红旅-科技文化-农业\【传统文化】红金传统文化模板\红金非遗模板--淘宝店：烦烦优创馆.pptx,W:\ppt\挑战杯 互联网+三创赛 创青春 国赛金奖级PPT 模板\创赛PPT【26年整理】\传统文化-红旅-科技文化-农业\【传统文化】红金传统文化模板\红金非遗模板--淘宝店：烦烦优创馆.pptx
创赛PPT【26年整理】,red_rural,redgold_heritage,红金,0,.pptx,15.7,【传统文化】红金传统文化模板,绿碳轻植 封面改稿0304--淘宝店：烦烦优创馆.pptx,创赛PPT【26年整理】\传统文化-红旅-科技文化-农业\【传统文化】红金传统文化模板\绿碳轻植 封面改稿0304--淘宝店：烦烦优创馆.pptx,W:\ppt\挑战杯 互联网+三创赛 创青春 国赛金奖级PPT 模板\创赛PPT【26年整理】\传统文化-红旅-科技文化-农业\【传统文化】红金传统文化模板\绿碳轻植 封面改稿0304--淘宝店：烦烦优创馆.pptx
创赛PPT【26年整理】,red_rural,redgold_heritage,釉,0,.pptx,93.75,【传统文化】釉见匠心,釉见匠心-源文件--淘宝店：烦烦优创馆.pptx,创赛PPT【26年整理】\传统文化-红旅-科技文化-农业\【传统文化】釉见匠心\釉见匠心-源文件--淘宝店：烦烦优创馆.pptx,W:\ppt\挑战杯 互联网+三创赛 创青春 国赛金奖级PPT 模板\创赛PPT【26年整理】\传统文化-红旅-科技文化-农业\【传统文化】釉见匠心\釉见匠心-源文件--淘宝店：烦烦优创馆.pptx
创赛PPT【26年整理】,red_rural,redgold_heritage,传统文化,0,.pptx,55.21,【农业类】乡村振兴,乡村振兴ppt模板--gzh：xx的百宝箱.pptx,创赛PPT【26年整理】\传统文化-红旅-科技文化-农业\【农业类】乡村振兴\乡村振兴ppt模板--gzh：xx的百宝箱.pptx,W:\ppt\挑战杯 互联网+三创赛 创青春 国赛金奖级PPT 模板\创赛PPT【26年整理】\传统文化-红旅-科技文化-农业\【农业类】乡村振兴\乡村振兴ppt模板--gzh：xx的百宝箱.pptx
创赛PPT【26年整理】,red_rural,redgold_heritage,传统文化,0,.pptx,122.64,【农业类】挑战杯及互联网＋通用模板,【农业类】挑战杯及互联网+通用模板--淘宝店：烦烦优创馆.pptx,创赛PPT【26年整理】\传统文化-红旅-科技文化-农业\【农业类】挑战杯及互联网＋通用模板\【农业类】挑战杯及互联网+通用模板--淘宝店：烦烦优创馆.pptx,W:\ppt\挑战杯 互联网+三创赛 创青春 国赛金奖级PPT 模板\创赛PPT【26年整理】\传统文化-红旅-科技文化-农业\【农业类】挑战杯及互联网＋通用模板\【农业类】挑战杯及互联网+通用模板--淘宝店：烦烦优创馆.pptx
创赛PPT【26年整理】,red_rural,redgold_heritage,传统文化,0,.pptx,27.35,【农业类】绿色农业风红旅赛道-青而易橘,青而易橘-绿色农业风格-红旅赛道--淘宝店：烦烦优创馆.pptx,创赛PPT【26年整理】\传统文化-红旅-科技文化-农业\【农业类】绿色农业风红旅赛道-青而易橘\青而易橘-绿色农业风格-红旅赛道--淘宝店：烦烦优创馆.pptx,W:\ppt\挑战杯 互联网+三创赛 创青春 国赛金奖级PPT 模板\创赛PPT【26年整理】\传统文化-红旅-科技文化-农业\【农业类】绿色农业风红旅赛道-青而易橘\青而易橘-绿色农业风格-红旅赛道--淘宝店：烦烦优创馆.pptx
创赛PPT【26年整理】,red_rural,redgold_heritage,传统文化,0,.pptx,82.78,【农业类】蔬香门递--乡村振兴PPT,01--蔬香门递--乡村振兴PPT--淘宝店：烦烦优创馆.pptx,创赛PPT【26年整理】\传统文化-红旅-科技文化-农业\【农业类】蔬香门递--乡村振兴PPT\01--蔬香门递--乡村振兴PPT--淘宝店：烦烦优创馆.pptx,W:\ppt\挑战杯 互联网+三创赛 创青春 国赛金奖级PPT 模板\创赛PPT【26年整理】\传统文化-红旅-科技文化-农业\【农业类】蔬香门递--乡村振兴PPT\01--蔬香门递--乡村振兴PPT--淘宝店：烦烦优创馆.pptx
创赛PPT【26年整理】,red_rural,redgold_heritage,传统文化,0,.pptx,35.88,【科技绿】挑战杯及互联网加通用模板,【科技绿】挑战杯及互联网加通用模板--淘宝店：烦烦优创馆.pptx,创赛PPT【26年整理】\传统文化-红旅-科技文化-农业\【科技绿】挑战杯及互联网加通用模板\【科技绿】挑战杯及互联网加通用模板--淘宝店：烦烦优创馆.pptx,W:\ppt\挑战杯 互联网+三创赛 创青春 国赛金奖级PPT 模板\创赛PPT【26年整理】\传统文化-红旅-科技文化-农业\【科技绿】挑战杯及互联网加通用模板\【科技绿】挑战杯及互联网加通用模板--淘宝店：烦烦优创馆.pptx
创赛PPT【26年整理】,red_rural,redgold_heritage,传统文化,0,.pptx,82.43,【科技风】挑战杯及互联网＋通用模板,【科技风】挑战杯及互联网+通用模板--gzh：xx的百宝箱.pptx,创赛PPT【26年整理】\传统文化-红旅-科技文化-农业\【科技风】挑战杯及互联网＋通用模板\【科技风】挑战杯及互联网+通用模板--gzh：xx的百宝箱.pptx,W:\ppt\挑战杯 互联网+三创赛 创青春 国赛金奖级PPT 模板\创赛PPT【26年整理】\传统文化-红旅-科技文化-农业\【科技风】挑战杯及互联网＋通用模板\【科技风】挑战杯及互联网+通用模板--gzh：xx的百宝箱.pptx
创赛PPT【26年整理】,red_rural,redgold_heritage,传统文化,0,.pptx,19.75,【科技风】蓝白科技+智芯未来,第1次专题：智芯未来6.15-6.21--淘宝店：烦烦优创馆.pptx,创赛PPT【26年整理】\传统文化-红旅-科技文化-农业\【科技风】蓝白科技+智芯未来\第1次专题：智芯未来6.15-6.21--淘宝店：烦烦优创馆.pptx,W:\ppt\挑战杯 互联网+三创赛 创青春 国赛金奖级PPT 模板\创赛PPT【26年整理】\传统文化-红旅-科技文化-农业\【科技风】蓝白科技+智芯未来\第1次专题：智芯未来6.15-6.21--淘宝店：烦烦优创馆.pptx
创赛PPT【26年整理】,red_rural,redgold_heritage,传统文化,0,.pptx,19.47,【科技风】蓝白科技深海清理,潜行者海底清理-鲨鱼--淘宝店：烦烦优创馆.pptx,创赛PPT【26年整理】\传统文化-红旅-科技文化-农业\【科技风】蓝白科技深海清理\潜行者海底清理-鲨鱼--淘宝店：烦烦优创馆.pptx,W:\ppt\挑战杯 互联网+三创赛 创青春 国赛金奖级PPT 模板\创赛PPT【26年整理】\传统文化-红旅-科技文化-农业\【科技风】蓝白科技深海清理\潜行者海底清理-鲨鱼--淘宝店：烦烦优创馆.pptx
创赛PPT【26年整理】,red_rural,redgold_heritage,传统文化,0,.pptx,24.92,【科技风】蓝色科技风抗癌奇迹,抗癌奇迹--淘宝店：烦烦优创馆.pptx,创赛PPT【26年整理】\传统文化-红旅-科技文化-农业\【科技风】蓝色科技风抗癌奇迹\抗癌奇迹--淘宝店：烦烦优创馆.pptx,W:\ppt\挑战杯 互联网+三创赛 创青春 国赛金奖级PPT 模板\创赛PPT【26年整理】\传统文化-红旅-科技文化-农业\【科技风】蓝色科技风抗癌奇迹\抗癌奇迹--淘宝店：烦烦优创馆.pptx
创赛PPT【26年整理】,red_rural,redgold_heritage,传统文化,0,.pptx,30.19,【答辩】积极分子答辩PPT,12.积极分子答辩PPT-康帅制作--gzh：xx的百宝箱.pptx,创赛PPT【26年整理】\传统文化-红旅-科技文化-农业\【答辩】积极分子答辩PPT\12.积极分子答辩PPT-康帅制作--gzh：xx的百宝箱.pptx,W:\ppt\挑战杯 互联网+三创赛 创青春 国赛金奖级PPT 模板\创赛PPT【26年整理】\传统文化-红旅-科技文化-农业\【答辩】积极分子答辩PPT\12.积极分子答辩PPT-康帅制作--gzh：xx的百宝箱.pptx
创赛PPT【26年整理】,red_rural,redgold_heritage,传统文化,0,.pptx,128.57,【红旅】公益组,红色之旅赛道【公益组】-新媒体视角下的“红色文旅型”新农村建设研究--淘宝店：烦烦优创馆.pptx,创赛PPT【26年整理】\传统文化-红旅-科技文化-农业\【红旅】公益组\红色之旅赛道【公益组】-新媒体视角下的“红色文旅型”新农村建设研究--淘宝店：烦烦优创馆.pptx,W:\ppt\挑战杯 互联网+三创赛 创青春 国赛金奖级PPT 模板\创赛PPT【26年整理】\传统文化-红旅-科技文化-农业\【红旅】公益组\红色之旅赛道【公益组】-新媒体视角下的“红色文旅型”新农村建设研究--淘宝店：烦烦优创馆.pptx
创赛PPT【26年整理】,red_rural,redgold_heritage,红金,1,.pptx,40.21,【红旅】国奖水准红金风格PPT,16页-国奖水准红金风格PPT-康帅制作--淘宝店：烦烦优创馆.pptx,创赛PPT【26年整理】\传统文化-红旅-科技文化-农业\【红旅】国奖水准红金风格PPT\16页-国奖水准红金风格PPT-康帅制作--淘宝店：烦烦优创馆.pptx,W:\ppt\挑战杯 互联网+三创赛 创青春 国赛金奖级PPT 模板\创赛PPT【26年整理】\传统文化-红旅-科技文化-农业\【红旅】国奖水准红金风格PPT\16页-国奖水准红金风格PPT-康帅制作--淘宝店：烦烦优创馆.pptx
创赛PPT【26年整理】,red_rural,redgold_heritage,传统文化,0,.pptx,45.25,【红旅】支部书记年度工作述职汇报PPT,支部书记年度工作述职汇报PPT-康帅制作--淘宝店：烦烦优创馆.pptx,创赛PPT【26年整理】\传统文化-红旅-科技文化-农业\【红旅】支部书记年度工作述职汇报PPT\支部书记年度工作述职汇报PPT-康帅制作--淘宝店：烦烦优创馆.pptx,W:\ppt\挑战杯 互联网+三创赛 创青春 国赛金奖级PPT 模板\创赛PPT【26年整理】\传统文化-红旅-科技文化-农业\【红旅】支部书记年度工作述职汇报PPT\支部书记年度工作述职汇报PPT-康帅制作--淘宝店：烦烦优创馆.pptx
